 State Name , PC NAME , CANDIDATES NAME , SEX , AGE , CATEGORY , PARTY NAME , PARTY SYMBOL , GENERAL , POSTAL , TOTAL ,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY,Total Electors
Andhra Pradesh,Aruku ,KISHORE CHANDRA DEO,MALE,72.0,ST,TDP,Bicycle,336163,1938,338101,23.294529901103612,31.356893441596682,1451418
Andhra Pradesh,Aruku ,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,MALE,54.0,ST,BJP,Lotus,17578,289,17867,1.2310030604553615,1.6570599173649532,1451418
Andhra Pradesh,Aruku ,GODDETI. MADHAVI,FEMALE,26.0,ST,YSRCP,Ceiling Fan,557561,4629,562190,38.73384510871438,52.13983964534633,1451418
Andhra Pradesh,Aruku ,SHRUTI DEVI VYRICHERLA,FEMALE,46.0,ST,INC,Hand,17656,74,17730,1.2215640153284582,1.6443539673633298,1451418
Andhra Pradesh,Aruku ,GANGULAIAH VAMPURU.,MALE,49.0,ST,JnP,Glass Tumbler,42245,549,42794,2.9484269865745083,3.9688936085361726,1451418
Andhra Pradesh,Aruku ,SWAMULA. SUBRAHMANYAM,MALE,50.0,ST,JAJGP,Mike,4705,5,4710,0.324510237574565,0.4368249964061638,1451418
Andhra Pradesh,Aruku ,ANUMULA VAMSIKRISHNA,MALE,41.0,ST,IND,Helicopter,10211,29,10240,0.705516949631326,0.9497002045008741,1451418
Andhra Pradesh,Aruku ,KANGALA BALUDORA,MALE,61.0,ST,IND,Cup & Saucer,13810,16,13826,0.9525856782815151,1.2822807643973717,1451418
Andhra Pradesh,Aruku ,NARAVA SATYAVATHI,FEMALE,37.0,ST,IND,Bangles,11231,5,11236,0.7741394966853105,1.0420733884542794,1451418
Andhra Pradesh,Aruku ,BIDDIKA RAMAYYA.,MALE,57.0,ST,IND,Battery Torch,7863,4,7867,0.5420216643310197,0.729618311407068,1451418
Andhra Pradesh,Aruku ,NOTA,,,,NOTA,,47955,22,47977,3.3055260441857546,4.4495865929041445,1451418
Andhra Pradesh,Srikakulam,KINJARAPU RAM MOHAN NAIDU,MALE,32.0,GENERAL,TDP,Bicycle,529213,5331,534544,34.401039990732755,45.91174333454151,1553860
Andhra Pradesh,Srikakulam,DOLA JAGAN,MALE,53.0,GENERAL,INC,Hand,13456,289,13745,0.8845713256020491,1.1805518575332865,1553860
Andhra Pradesh,Srikakulam,DUVVADA SRINIVAS,MALE,52.0,GENERAL,YSRCP,Ceiling Fan,520931,6960,527891,33.97288043967925,45.34032016188462,1553860
Andhra Pradesh,Srikakulam,PERLA SAMBA MURTHY,MALE,58.0,GENERAL,BJP,Lotus,7357,1033,8390,0.5399456836523239,0.7206133200948908,1553860
Andhra Pradesh,Srikakulam,MATTA SATISH CHAKRAVARTHY,MALE,37.0,GENERAL,PPOI,FLUTE,1441,7,1448,0.0931872884301031,0.124368067639738,1553860
Andhra Pradesh,Srikakulam,METTA RAMARAO,MALE,53.0,GENERAL,JnP,Glass Tumbler,31319,637,31956,2.0565559316798168,2.744686443021732,1553860
Andhra Pradesh,Srikakulam,NAMBALLA KRISHNA MOHAN,MALE,44.0,GENERAL,IND,Electric Pole,4829,7,4836,0.3112249494806482,0.4153618612608929,1553860
Andhra Pradesh,Srikakulam,NAIDUGARI RAJASEKHAR,MALE,35.0,GENERAL,IND,Helicopter,5151,5,5156,0.3318188253768036,0.44284651709287925,1553860
Andhra Pradesh,Srikakulam,BETHA VIVEKANANDA MAHARAJ,MALE,33.0,GENERAL,IND,Football,3814,4,3818,0.2457106817860039,0.3279262998953865,1553860
Andhra Pradesh,Srikakulam,NOTA,,,,NOTA,,25500,45,25545,1.6439704992727788,2.1940485413377813,1553860
Andhra Pradesh,Vizianagaram,Ashok Gajapathi Raju Pusapati,MALE,67.0,GENERAL,TDP,Bicycle,527307,3075,530382,35.265229590819025,43.387408553270404,1503980
Andhra Pradesh,Vizianagaram,Adiraju Yedla,MALE,52.0,GENERAL,INC,Hand,15607,118,15725,1.0455591164776128,1.2863690688978455,1503980
Andhra Pradesh,Vizianagaram,Bellana Chandra Sekhar,MALE,57.0,GENERAL,YSRCP,Ceiling Fan,573466,4952,578418,38.45915504195535,47.31694906796528,1503980
Andhra Pradesh,Vizianagaram,Sanyasi Raju Pakalapati,MALE,60.0,GENERAL,BJP,Lotus,6902,364,7266,0.48311812657083203,0.594388404108855,1503980
Andhra Pradesh,Vizianagaram,P.V.A. Ananda Sagar,MALE,55.0,GENERAL,SAPRP,Electric Pole,4981,2,4983,0.3313208952246705,0.40762970240495794,1503980
Andhra Pradesh,Vizianagaram,Chiranjeevi Lingala,MALE,28.0,GENERAL,ACP,Tooth Brush,1261,2,1263,0.08397718054761366,0.10331854588349627,1503980
Andhra Pradesh,Vizianagaram,Mukka Srinivas Rao,MALE,39.0,GENERAL,JnP,Glass Tumbler,33779,413,34192,2.2734344871607335,2.7970449096187684,1503980
Andhra Pradesh,Vizianagaram,Lagudu. Govinda Rao,MALE,39.0,GENERAL,JAJGP,Mike,787,4,791,0.05259378449181505,0.06470702279797748,1503980
Andhra Pradesh,Vizianagaram,Surya Bhavani. K,FEMALE,38.0,GENERAL,PPOI,FLUTE,822,8,830,0.055186904081171294,0.0678973816969928,1503980
Andhra Pradesh,Vizianagaram,Yella Rao Siyyadula,MALE,37.0,SC,IND,Gas Cylinder,1010,0,1010,0.06715514833973857,0.08262211507706353,1503980
Andhra Pradesh,Vizianagaram,Dhanalakoti Ramana,MALE,29.0,GENERAL,IND,Matchbox,1172,4,1176,0.07819252915597283,0.09620159141646209,1503980
Andhra Pradesh,Vizianagaram,Pentapati Rajesh,MALE,39.0,GENERAL,IND,Battery Torch,1461,1,1462,0.09720873947791858,0.1195975566759078,1503980
Andhra Pradesh,Vizianagaram,Ijjurouthu Ramunaidu,MALE,47.0,GENERAL,IND,Coat,4550,3,4553,0.302730089495871,0.3724539504414557,1503980
Andhra Pradesh,Vizianagaram,Venkata Trindha Rao Veluri,MALE,52.0,GENERAL,IND,Sitar,6336,2,6338,0.4214151783933297,0.5184742231271571,1503980
Andhra Pradesh,Vizianagaram,NOTA,,,,NOTA,,29468,33,29501,1.9615287437332942,2.4133019969192584,1503980
Andhra Pradesh,Visakhapatnam,DAGGUBATI PURANDESWARI,FEMALE,58.0,GENERAL,BJP,Lotus,33430,462,33892,1.8527305526704205,2.7333999504807163,1829300
Andhra Pradesh,Visakhapatnam,PEDADA. RAMANIKUMARI,FEMALE,48.0,GENERAL,INC,Hand,14550,83,14633,0.7999234679932213,1.180155832508684,1829300
Andhra Pradesh,Visakhapatnam,BHARAT MATHUKUMILLI,MALE,29.0,GENERAL,TDP,Bicycle,431093,1399,432492,23.64248619690592,34.88060932914274,1829300
Andhra Pradesh,Visakhapatnam,M V V SATYANARAYANA,MALE,52.0,GENERAL,YSRCP,Ceiling Fan,433968,2938,436906,23.883780681134862,35.236599751113175,1829300
Andhra Pradesh,Visakhapatnam,GEORGE BANGARI,MALE,46.0,SC,VCK,Stool,3027,1,3028,0.16552779751817637,0.24420910687051833,1829300
Andhra Pradesh,Visakhapatnam,B. JAYA VENU GOPAL,MALE,30.0,GENERAL,PPOI,FLUTE,1622,5,1627,0.08894112502049965,0.13121803727818143,1829300
Andhra Pradesh,Visakhapatnam,V.V. LAKSHMI NARAYANA,MALE,53.0,GENERAL,JnP,Glass Tumbler,287072,1802,288874,15.791504947247581,23.297774616286038,1829300
Andhra Pradesh,Visakhapatnam,ANMISH VARMA,MALE,26.0,GENERAL,IND,Bat,1904,11,1915,0.10468485212922977,0.15444532353270893,1829300
Andhra Pradesh,Visakhapatnam,R. UDAYA GOWRI,FEMALE,44.0,GENERAL,IND,DIAMOND,1384,0,1384,0.07565735527250861,0.11162001450092385,1829300
Andhra Pradesh,Visakhapatnam,KOTHAPALLI GEETHA,FEMALE,48.0,GENERAL,IND,Mike,1155,3,1158,0.06330290274968567,0.09339304681507934,1829300
Andhra Pradesh,Visakhapatnam,GAMPALA SOMASUNDARAM,MALE,76.0,GENERAL,IND,COCONUT FARM,1127,1,1128,0.06166293117585962,0.09097353783023274,1829300
Andhra Pradesh,Visakhapatnam,GANNU MALLAYYA,MALE,70.0,GENERAL,IND,Ganna Kisan,1311,2,1313,0.07177608921445362,0.10589384323678687,1829300
Andhra Pradesh,Visakhapatnam,DURGAPRASAD. GUNTU,MALE,51.0,GENERAL,IND,Letter Box,2463,1,2464,0.13469633193024655,0.198722337955402,1829300
Andhra Pradesh,Visakhapatnam,PULAPAKA RAJA SEKHAR,MALE,40.0,GENERAL,IND,Gas Cylinder,2294,0,2294,0.12540315967856558,0.1850117870412712,1829300
Andhra Pradesh,Visakhapatnam,NOTA,,,,NOTA,,16626,20,16646,0.9099655605969497,1.342504885391892,1829300
Andhra Pradesh,Anakapalli,ADARI ANAND KUMAR,MALE,43.0,GENERAL,TDP,Bicycle,495381,1653,497034,32.6703094527736,40.06865217307184,1521363
Andhra Pradesh,Anakapalli,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),MALE,65.0,GENERAL,BJP,Lotus,12888,388,13276,0.8726385484595064,1.0702515849010366,1521363
Andhra Pradesh,Anakapalli,Dr.Beesetti Venkata Satyavathi,FEMALE,52.0,GENERAL,YSRCP,Ceiling Fan,583210,3016,586226,38.53294710072481,47.25891123909272,1521363
Andhra Pradesh,Anakapalli,Ruthala Srirama Murthy,MALE,49.0,GENERAL,INC,Hand,10072,49,10121,0.665258718662147,0.8159096332316503,1521363
Andhra Pradesh,Anakapalli,P.S.AJAY KUMAR,MALE,57.0,GENERAL,CPI(ML)(L),Flag with Three Stars,2708,8,2716,0.17852412606327353,0.21895174032775044,1521363
Andhra Pradesh,Anakapalli,K B SWAROOP,MALE,51.0,GENERAL,JAJGP,Mike,1615,6,1621,0.1065491930591187,0.13067775076262278,1521363
Andhra Pradesh,Anakapalli,Chintala Partha Sarathi,MALE,56.0,GENERAL,JnP,Glass Tumbler,82126,462,82588,5.42855321182387,6.65787420110024,1521363
Andhra Pradesh,Anakapalli,Taadi Veera Jagadeeshwari,FEMALE,65.0,GENERAL,PPOI,FLUTE,1801,2,1803,0.11851214996026589,0.14534977459901843,1521363
Andhra Pradesh,Anakapalli,Vadlamuri Krishna Swaroop,MALE,46.0,SC,DABAP,Cup & Saucer,4443,1,4444,0.292106486091748,0.3582553512579245,1521363
Andhra Pradesh,Anakapalli,Appala Naidu Tummagunta,MALE,37.0,GENERAL,IND,Laptop,3760,5,3765,0.24747545457592962,0.3035174161759869,1521363
Andhra Pradesh,Anakapalli,NOTA,,,,NOTA,,34877,20,34897,2.2937983899963386,2.8132396473554886,1521363
Andhra Pradesh,Kakinada,CHALAMALASETTY SUNIL,MALE,49.0,GENERAL,TDP,Bicycle,508361,3531,511892,32.73113246756568,41.38795324115024,1563930
Andhra Pradesh,Kakinada,MALLIPUDI SRI RAMACHANDRA MURTHY (RAMBABU),MALE,66.0,GENERAL,INC,Hand,8601,39,8640,0.5524543937388502,0.6985690653566341,1563930
Andhra Pradesh,Kakinada,YALLA VENKATA RAMA MOHAN RAO (DORABABU),MALE,46.0,GENERAL,BJP,Lotus,9456,140,9596,0.6135824493423618,0.7758644387919283,1563930
Andhra Pradesh,Kakinada,VANGA GEETHAVISWANATH,FEMALE,55.0,GENERAL,YSRCP,Ceiling Fan,534655,2975,537630,34.37685829928449,43.46894520922305,1563930
Andhra Pradesh,Kakinada,APPALAKONDA VANGALAPUDI,MALE,28.0,SC,MPP,Telephone,2997,0,2997,0.19163261782816368,0.24231614454558242,1563930
Andhra Pradesh,Kakinada,B. GEETHA,FEMALE,34.0,GENERAL,PRSHP,Helicopter,1687,1,1688,0.1079332195174976,0.13647969702800905,1563930
Andhra Pradesh,Kakinada,GODUGU SATYANARAYANA,MALE,40.0,SC,CPI(ML)(L),Flag with Three Stars,1723,1,1724,0.1102351128247428,0.13939040146699505,1563930
Andhra Pradesh,Kakinada,JYOTHULA VENKATESWARA RAO,MALE,62.0,GENERAL,JnP,Glass Tumbler,132124,524,132648,8.481709539429515,10.724975622850323,1563930
Andhra Pradesh,Kakinada,DONAM NEELAKANTAM,MALE,49.0,SC,AINPP,Boat with Man and Sail,980,0,980,0.06266265114167514,0.07923584306128488,1563930
Andhra Pradesh,Kakinada,PEDDIMSETTI. VENKATESWARARAO,MALE,46.0,GENERAL,JAJGP,Mike,812,3,815,0.05211230681680126,0.06589511438259917,1563930
Andhra Pradesh,Kakinada,VASAMSETTY VENKATARAMANA,MALE,56.0,GENERAL,AIFB,Lion,1012,2,1014,0.06483666148740673,0.08198484169810497,1563930
Andhra Pradesh,Kakinada,SATHI VEERALAKSHMI,FEMALE,38.0,GENERAL,PPOI,FLUTE,1117,2,1119,0.07155051696687191,0.09047439631181406,1563930
Andhra Pradesh,Kakinada,ANKADI SATHIBABU,MALE,45.0,GENERAL,IND,Basket containing Fruits,1381,0,1381,0.0883031849251565,0.11165785639554533,1563930
Andhra Pradesh,Kakinada,KAKILETI RAVINDRA,MALE,41.0,SC,IND,Electric Pole,3325,2,3327,0.21273330647791142,0.2689976019029539,1563930
Andhra Pradesh,Kakinada,MEDISETTI VIJAYA KUMAR,MALE,53.0,GENERAL,IND,COCONUT FARM,2051,0,2051,0.1311439770322201,0.16582930012111766,1563930
Andhra Pradesh,Kakinada,NOTA,,,,NOTA,,17117,36,17153,1.0967882194215854,1.3868698122757344,1563930
Andhra Pradesh,Amalapuram ,AYYAJI VEMA MANEPALLI,MALE,58.0,SC,BJP,Lotus,11376,158,11534,0.7902403196588551,0.9336489208074031,1459556
Andhra Pradesh,Amalapuram ,GANTI HARISH MADHUR (BALAYOGI),MALE,28.0,SC,TDP,Bicycle,443590,2573,446163,30.56840573434661,36.115797074232134,1459556
Andhra Pradesh,Amalapuram ,CHINTA ANURADHA,FEMALE,46.0,SC,YSRCP,Ceiling Fan,482003,3955,485958,33.29491982493306,39.337104409374376,1459556
Andhra Pradesh,Amalapuram ,JANGA GOUTHAM,MALE,49.0,SC,INC,Hand,7849,38,7887,0.5403698110932366,0.6384332441831098,1459556
Andhra Pradesh,Amalapuram ,CHELLE RAJANI,MALE,30.0,SC,JAJGP,Mike,1231,0,1231,0.08434071731403249,0.09964642114738281,1459556
Andhra Pradesh,Amalapuram ,PANTHAGADA VIJAYA CHAKRAVARTHY,MALE,65.0,SC,RPI(KH),Gas Cylinder,1804,0,1804,0.12359923154712804,0.14602936129153418,1459556
Andhra Pradesh,Amalapuram ,MURALIKRISHNA KANDERI,MALE,41.0,SC,IPBP,Trumpet,1803,1,1804,0.12359923154712804,0.14602936129153418,1459556
Andhra Pradesh,Amalapuram ,MORTHA SIVA RAMA KRISHNA,MALE,29.0,SC,PPOI,FLUTE,1950,4,1954,0.13387632951390696,0.1581714922193225,1459556
Andhra Pradesh,Amalapuram ,D M R SEKHAR,MALE,59.0,SC,JnP,Glass Tumbler,253740,1577,255317,17.492785477227322,20.667282947267534,1459556
Andhra Pradesh,Amalapuram ,REVU SUDHAKAR,MALE,34.0,SC,IND,Gas Stove,2774,1,2775,0.19012631238541036,0.2246294221640839,1459556
Andhra Pradesh,Amalapuram ,NOTA,,,,NOTA,,16427,41,16468,1.128288328779437,1.3330440807921202,1459556
Andhra Pradesh,Rajahmundry,NALLURI VIJAYA SRINIVASA RAO,MALE,55.0,GENERAL,INC,Hand,12678,47,12725,0.8293922265906081,1.0176027278950297,1534256
Andhra Pradesh,Rajahmundry,PARAVASTU SATYA GOPINATH DAS,MALE,47.0,GENERAL,BJP,Lotus,12165,169,12334,0.8039075617106924,0.986334934841438,1534256
Andhra Pradesh,Rajahmundry,MAGANTI ROOPA,FEMALE,45.0,GENERAL,TDP,Bicycle,459100,1290,460390,30.007378168962678,36.816826710852084,1534256
Andhra Pradesh,Rajahmundry,MARGANI BHARAT,MALE,36.0,GENERAL,YSRCP,Ceiling Fan,578471,3553,582024,37.93525982626107,46.54374932026537,1534256
Andhra Pradesh,Rajahmundry,AKULA SATYANARAYANA,MALE,55.0,GENERAL,JnP,Glass Tumbler,155164,643,155807,10.155215296534607,12.45969573478514,1534256
Andhra Pradesh,Rajahmundry,GEDDAM DAVID NELSON BABU,MALE,60.0,GENERAL,APoI,Coat,1752,5,1757,0.11451804653199987,0.14050514679069293,1534256
Andhra Pradesh,Rajahmundry,BANDARU RAJESWARA RAO,MALE,59.0,GENERAL,JAJGP,Mike,1034,1,1035,0.06745940703507107,0.08276768749480203,1534256
Andhra Pradesh,Rajahmundry,MEDA SRINIVAS,MALE,50.0,GENERAL,RPC(S),Ring,994,2,996,0.06491745836418433,0.07964890506746167,1534256
Andhra Pradesh,Rajahmundry,SANGISETTI SRINIVASA RAO,MALE,50.0,GENERAL,PPOI,FLUTE,1156,5,1161,0.07567185658716667,0.09284375379851706,1534256
Andhra Pradesh,Rajahmundry,KURUVELLA BHANUCHANDAR,MALE,33.0,SC,IND,Air Conditioner,1242,0,1242,0.08095128844208528,0.09932122499376242,1534256
Andhra Pradesh,Rajahmundry,KOLLAPU VENU,MALE,41.0,SC,IND,Electric Pole,2868,1,2869,0.18699617273779603,0.22943043035998745,1534256
Andhra Pradesh,Rajahmundry,NOTA,,,,NOTA,,18064,23,18087,1.1788775797520101,1.446395327264236,1534256
Andhra Pradesh,Narsapuram,KANUMURU BAPIRAJU,MALE,71.0,GENERAL,INC,Hand,13809,132,13941,0.9683327880774415,1.182280297363721,1439691
Andhra Pradesh,Narsapuram,KANUMURU RAGHU RAMA KRISHNA RAJU,MALE,57.0,GENERAL,YSRCP,Ceiling Fan,444376,4858,449234,31.203501306877655,38.09773381435291,1439691
Andhra Pradesh,Narsapuram,PYDIKONDALA MANIKYALA RAO,MALE,59.0,GENERAL,BJP,Lotus,12154,260,12414,0.862268361752626,1.0527815516443033,1439691
Andhra Pradesh,Narsapuram,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),MALE,48.0,GENERAL,TDP,Bicycle,414547,2011,416558,28.93384761035528,35.326613306738174,1439691
Andhra Pradesh,Narsapuram,YELLA VENU GOPAL RAO,MALE,63.0,GENERAL,NVSP,Gas Cylinder,4284,2,4286,0.2977027709418201,0.36347847030348673,1439691
Andhra Pradesh,Narsapuram,GANJI PURNIMA,FEMALE,36.0,GENERAL,RPI(A),Apple,867,2,869,0.06036017450966909,0.07369640473488799,1439691
Andhra Pradesh,Narsapuram,GURUGUBILLI RAMBABU,MALE,52.0,GENERAL,MCPI,COMPUTER,583,0,583,0.04049480062041091,0.049441891784165366,1439691
Andhra Pradesh,Narsapuram,G S RAJU,MALE,51.0,GENERAL,SP,Tractor Chalata Kisan,3468,3,3471,0.24109340129236068,0.2943615889928611,1439691
Andhra Pradesh,Narsapuram,DASARI KRISHNA MURTHY,MALE,32.0,GENERAL,IPBP,Trumpet,1603,0,1603,0.11134333686881422,0.1359440009091202,1439691
Andhra Pradesh,Narsapuram,NALLAM SURYA CHANDRA RAO,MALE,59.0,GENERAL,PPOI,FLUTE,2201,9,2210,0.15350516187154048,0.18742123643740216,1439691
Andhra Pradesh,Narsapuram,NAGABABU KONIDELA,MALE,58.0,GENERAL,JnP,Glass Tumbler,249188,1614,250802,17.420543713894162,21.269511737996986,1439691
Andhra Pradesh,Narsapuram,K.A.PAUL,MALE,55.0,GENERAL,PRSHP,Helicopter,3027,19,3046,0.21157317785552593,0.2583190435241299,1439691
Andhra Pradesh,Narsapuram,GOTTUMUKKALA SHIVAJI,MALE,48.0,SC,IND,T.V. Remote,1275,0,1275,0.08856067031050413,0.10812763640619355,1439691
Andhra Pradesh,Narsapuram,NALLI RAJESH,MALE,36.0,SC,IND,Electric Pole,2651,2,2653,0.18427565359511172,0.2249902897142208,1439691
Andhra Pradesh,Narsapuram,MEDAPATI VARAHALA REDDY,MALE,44.0,GENERAL,IND,Road Roller,2681,3,2684,0.1864288934222691,0.2276192753837047,1439691
Andhra Pradesh,Narsapuram,NOTA,,,,NOTA,,12074,35,12109,0.8410832602273682,1.0269157248961551,1439691
Andhra Pradesh,Eluru ,KOTAGIRI SRIDHAR,MALE,46.0,GENERAL,YSRCP,Ceiling Fan,672834,3975,676809,42.43449637919684,50.80347692931294,1594950
Andhra Pradesh,Eluru ,CHINNAM RAMA KOTAYYA,MALE,58.0,GENERAL,BJP,Lotus,8317,95,8412,0.5274146524969434,0.6314319814443669,1594950
Andhra Pradesh,Eluru ,JETTI GURUNADHA RAO,MALE,55.0,GENERAL,INC,Hand,20284,94,20378,1.2776576068215304,1.529638720622124,1594950
Andhra Pradesh,Eluru ,MAGANTTI VENKATESWARA RAO BABU,MALE,59.0,GENERAL,TDP,Bicycle,509549,1335,510884,32.03134894510799,38.34860870283214,1594950
Andhra Pradesh,Eluru ,CHINA VENKATA SURYANARAYANA JOSYULA,MALE,62.0,GENERAL,PPOI,FLUTE,2932,3,2935,0.18401830778394307,0.2203106116903491,1594950
Andhra Pradesh,Eluru ,PENTAPATI PULLARAO,MALE,71.0,GENERAL,JnP,Glass Tumbler,76481,346,76827,4.816890811624189,5.766883599432522,1594950
Andhra Pradesh,Eluru ,MATHE. BOBBY,MALE,29.0,SC,RPI(A),Sewing Machine,1871,8,1879,0.11780933571585316,0.14104382942629165,1594950
Andhra Pradesh,Eluru ,V. SIVA RAMA KRISHNA,MALE,55.0,GENERAL,JAJGP,Mike,1261,0,1261,0.07906203956236872,0.09465474662403076,1594950
Andhra Pradesh,Eluru ,ALAGA. RAVI KUMAR,MALE,49.0,SC,IND,Apple,1648,0,1648,0.1033261230759585,0.12370422080602908,1594950
Andhra Pradesh,Eluru ,Dr.MENDEM. SANTHOSH KUMAR(PEDDABABU),MALE,46.0,SC,IND,Helmet,3010,0,3010,0.18872064955014264,0.22594035474887592,1594950
Andhra Pradesh,Eluru ,NOTA,,,,NOTA,,23861,19,23880,1.4972256183579422,1.7925101898349358,1594950
Andhra Pradesh,Machilipatnam ,KONAKALLA NARAYANA RAO,MALE,68.0,GENERAL,TDP,Bicycle,509887,2725,512612,34.7923469488179,41.1554074016982,1473347
Andhra Pradesh,Machilipatnam ,GUDIVAKA RAMANJANEYULU (ANJI BABU),MALE,35.0,GENERAL,BJP,Lotus,6374,107,6481,0.43988279746726333,0.520331547779619,1473347
Andhra Pradesh,Machilipatnam ,GOLLU KRISHNA,MALE,55.0,GENERAL,INC,Hand,12233,77,12310,0.8355126117608411,0.9883168265957584,1473347
Andhra Pradesh,Machilipatnam ,BALASHOWRY VALLABHANENI,MALE,50.0,GENERAL,YSRCP,Ceiling Fan,567592,5258,572850,38.880861059886094,45.991656711241276,1473347
Andhra Pradesh,Machilipatnam ,PERAM SIVA NAGESWARA RAO,MALE,51.0,GENERAL,RPI(A),Gas Stove,3625,2,3627,0.24617418707202038,0.2911961925315041,1473347
Andhra Pradesh,Machilipatnam ,BANDREDDI RAMAKRISHNA,MALE,44.0,GENERAL,JnP,Glass Tumbler,112566,876,113442,7.6996118361798,9.107769085513892,1473347
Andhra Pradesh,Machilipatnam ,YARLAGADDA RAMA MOHANA RAO,MALE,56.0,GENERAL,BAHUMP,Whistle,1016,1,1017,0.06902650903011986,0.08165054530039693,1473347
Andhra Pradesh,Machilipatnam ,VALLURU VENKATESWARA RAO,MALE,66.0,GENERAL,PPOI,FLUTE,824,2,826,0.056062828376478864,0.06631597877888679,1473347
Andhra Pradesh,Machilipatnam ,GANDHI DHANEKULA,MALE,70.0,GENERAL,IND,Almirah,846,0,846,0.05742028184806431,0.06792169255077267,1473347
Andhra Pradesh,Machilipatnam ,NADAKUDITI NAGA GAYATHRI,FEMALE,38.0,GENERAL,IND,Ganna Kisan,772,2,774,0.052533449350356705,0.06214112297198351,1473347
Andhra Pradesh,Machilipatnam ,G. V. N. BASAVA RAO,MALE,26.0,GENERAL,IND,Bat,894,1,895,0.060746042853448645,0.07185569129189308,1473347
Andhra Pradesh,Machilipatnam ,VIJAYA LAKSHMI CHALAPAKA,FEMALE,39.0,GENERAL,IND,Tractor Chalata Kisan,4776,13,4789,0.32504223377113467,0.3844881626780737,1473347
Andhra Pradesh,Machilipatnam ,NOTA,,,,NOTA,,14067,34,14101,0.9570725701413176,1.1321084948681388,1473347
Andhra Pradesh,Vijayawada,KILARU DILEEP,MALE,48.0,GENERAL,BJP,Lotus,18411,93,18504,1.119423300992018,1.4481422785701707,1652994
Andhra Pradesh,Vijayawada,KESINENI SRINIVAS (NANI),MALE,53.0,GENERAL,TDP,Bicycle,573929,1569,575498,34.815492373233056,45.03907182406918,1652994
Andhra Pradesh,Vijayawada,NARAHARISETTY. NARASIMHARAO.,MALE,58.0,GENERAL,INC,Hand,16204,57,16261,0.983730128482015,1.2726027665277533,1652994
Andhra Pradesh,Vijayawada,POTLURI.V.PRASAD ( P V P ),MALE,48.0,GENERAL,YSRCP,Ceiling Fan,564174,2598,566772,34.28760176987938,44.3561659916652,1652994
Andhra Pradesh,Vijayawada,ANDUKURI VIJAYA BHASKAR,MALE,49.0,SC,IPBP,Trumpet,2457,0,2457,0.14863937800137206,0.19228737453777073,1652994
Andhra Pradesh,Vijayawada,DATLA LURDU MARY,FEMALE,43.0,SC,MPP,Telephone,433,1,434,0.02625538870679506,0.033965291228893975,1652994
Andhra Pradesh,Vijayawada,PADALA SIVA PRASAD,MALE,62.0,GENERAL,NRCP,Scissors,480,0,480,0.02903821792456597,0.03756529905499795,1652994
Andhra Pradesh,Vijayawada,Muttamsetty Prasad babu,MALE,66.0,GENERAL,JnP,Glass Tumbler,81416,234,81650,4.939521861543357,6.390013891334546,1652994
Andhra Pradesh,Vijayawada,SEKHAR,MALE,31.0,GENERAL,PPOI,FLUTE,683,2,685,0.041439956829849356,0.05360881219306998,1652994
Andhra Pradesh,Vijayawada,Sk. Riyaz,MALE,31.0,GENERAL,IUML,Ladder,412,0,412,0.02492447038525246,0.03224354835553991,1652994
Andhra Pradesh,Vijayawada,ANIL KUMAR MADDINENI,MALE,39.0,GENERAL,IND,Chappals,1049,0,1049,0.06346060542264521,0.0820958306431101,1652994
Andhra Pradesh,Vijayawada,DHANEKULA GANDHI,MALE,70.0,GENERAL,IND,Whistle,687,1,688,0.04162144569187789,0.053843595312163726,1652994
Andhra Pradesh,Vijayawada,NANDINI NALLAGHATLA,FEMALE,43.0,GENERAL,IND,Bat,951,2,953,0.05765296183773202,0.0745827708321105,1652994
Andhra Pradesh,Vijayawada,BOLISETTY HARI BABU,MALE,60.0,GENERAL,IND,Helicopter,1739,0,1739,0.10520304368920878,0.13609594803466962,1652994
Andhra Pradesh,Vijayawada,MOHAMMAD ISHAQ,MALE,47.0,GENERAL,IND,Battery Torch,1218,0,1218,0.07368447798358614,0.09532194635205729,1652994
Andhra Pradesh,Vijayawada,NOTA,,,,NOTA,,8889,22,8911,0.5390824165120986,0.6973841247480973,1652994
Andhra Pradesh,Guntur,Jayadev Galla,MALE,53.0,GENERAL,TDP,Bicycle,586292,1626,587918,34.45937827314508,43.500277833887154,1706119
Andhra Pradesh,Guntur,Jayaprakash Narayana Valluru,MALE,44.0,GENERAL,BJP,Lotus,11667,174,11841,0.6940313073120925,0.8761201219065546,1706119
Andhra Pradesh,Guntur,Modugula Venugopala Reddy,MALE,52.0,GENERAL,YSRCP,Ceiling Fan,580840,2873,583713,34.212912463901986,43.189148274507275,1706119
Andhra Pradesh,Guntur,Shaik Mastanvali,MALE,53.0,GENERAL,INC,Hand,14124,81,14205,0.8325913960280613,1.0510333866803994,1706119
Andhra Pradesh,Guntur,Araveti Hazarath Rao,MALE,68.0,GENERAL,PPOI,FLUTE,808,2,810,0.04747617252958322,0.05993221001134272,1706119
